City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
274,Ocos,GT,2022-04-02 22:09:11,14.5094,-92.1933,87.98,63,0,13.33
275,Caluquembe,AO,2022-04-02 22:09:12,-13.7833,14.6833,61.83,98,100,3.65
276,Bahia Honda,CU,2022-04-02 22:09:12,22.9036,-83.1592,85.62,57,27,4.36
277,Salvador,SV,2022-04-02 22:05:02,13.8333,-88.9167,81.05,49,30,11.32
278,Saldanha,ZA,2022-04-02 22:09:13,-33.0117,17.9442,62.33,75,0,14.18
279,Ghanzi,BW,2022-04-02 22:09:13,-21.5667,21.7833,73.36,58,81,4.07
280,Batemans Bay,AU,2022-04-02 22:09:13,-35.7167,150.1833,63.1,88,84,8.86
281,Basco,PH,2022-04-02 22:09:14,20.4487,121.9702,74.53,79,100,34.09
282,Kyshtovka,RU,2022-04-02 22:09:15,56.555,76.6271,28.69,97,100,8.66
283,Bereda,ES,2022-04-02 22:09:15,43.2686,-7.5406,31.14,93,5,3.58
284,Bowen,AU,2022-04-02 22:09:16,-20.0167,148.2333,81.5,67,99,9.73
285,Richards Bay,ZA,2022-04-02 22:09:16,-28.783,32.0377,71.83,95,92,3.69
286,Umm Kaddadah,SD,2022-04-02 22:09:17,13.6017,26.6876,80.17,14,18,11.41
287,San Luis,AR,2022-04-02 22:04:24,-33.295,-66.3356,66.25,36,0,13.6
288,Tralee,IE,2022-04-02 22:09:17,52.2704,-9.7026,38.86,86,14,5.48
289,Hasaki,JP,2022-04-02 22:09:18,35.7333,140.8333,46.29,61,100,11.12
290,Sanchez,DO,2022-04-02 22:09:18,19.2281,-69.6137,82.18,74,20,11.5
291,Manta,EC,2022-04-02 22:05:02,-0.95,-80.7333,79.14,79,93,10.67
292,Nanakuli,US,2022-04-02 22:09:19,21.3906,-158.1547,82.35,53,40,13.8
293,Cairns,AU,2022-04-02 22:09:19,-16.9167,145.7667,78.75,83,70,8.05
294,Kununurra,AU,2022-04-02 22:09:20,-15.7667,128.7333,69.78,88,22,3.44
295,Cheyenne,US,2022-04-02 22:04:25,41.14,-104.8203,63.77,22,0,23.0
296,Sitka,US,2022-04-02 22:09:20,57.0531,-135.33,46.29,53,100,18.41
297,Quatre Cocos,MU,2022-04-02 22:09:21,-20.2078,57.7625,75.09,87,100,15.14
298,Phan Thiet,VN,2022-04-02 22:04:54,10.9333,108.1,76.15,84,88,3.51
299,Lluta,PE,2022-04-02 22:09:21,-16.0147,-72.0142,54.18,41,91,6.76
300,Port Hardy,CA,2022-04-02 22:09:22,50.6996,-127.4199,43.9,88,100,14.38
301,Hirara,JP,2022-04-02 22:09:22,24.8,125.2833,62.87,94,75,18.41
302,Great Falls,US,2022-04-02 22:08:18,47.5002,-111.3008,51.67,47,100,10.36
303,Korla,CN,2022-04-02 22:09:23,41.7597,86.1469,53.11,33,13,3.89
304,Lakeland Highlands,US,2022-04-02 22:09:23,27.9597,-81.9501,66.47,100,75,11.5
305,Saint-Augustin,CA,2022-04-02 22:09:25,51.226,-58.6502,32.41,98,100,12.86
306,Chara,RU,2022-04-02 22:09:26,56.9064,118.2631,25.56,89,97,1.66
307,Xai-Xai,MZ,2022-04-02 22:09:27,-25.0519,33.6442,76.21,70,0,11.12
308,Lata,PT,2022-04-02 22:09:28,40.1629,-8.3327,42.75,58,60,3.62
309,Escanaba,US,2022-04-02 22:09:29,45.7453,-87.0646,36.25,93,100,5.75
310,Missungwi,TZ,2022-04-02 22:09:29,-2.85,33.0833,67.98,86,99,3.33
311,Loma De Gato,PH,2022-04-02 22:09:30,14.7833,121.0,78.85,73,90,3.02
312,The Valley,AI,2022-04-02 22:09:15,18.217,-63.0578,78.94,69,20,13.8
313,Kaili,ID,2022-04-02 22:09:30,-3.4626,120.2147,66.04,85,77,3.24
314,Ibicarai,BR,2022-04-02 22:07:19,-14.865,-39.5875,72.46,87,20,3.09
315,Puerto Ayora,EC,2022-04-02 22:09:30,-0.7393,-90.3518,82.36,92,50,3.0
316,Bambous Virieux,MU,2022-04-02 22:09:31,-20.3428,57.7575,75.22,86,100,16.2
317,Luocheng,CN,2022-04-02 22:09:31,29.3848,104.0286,53.06,85,25,1.34
318,Bay Roberts,CA,2022-04-02 22:10:32,47.5999,-53.2648,38.14,87,100,10.0
319,Menongue,AO,2022-04-02 22:10:32,-14.6585,17.691,66.47,85,100,2.46
320,Kavaratti,IN,2022-04-02 22:10:33,10.5669,72.642,81.95,73,10,3.29
321,Socorro,US,2022-04-02 22:10:33,31.6546,-106.3033,83.41,9,0,12.66
322,Normandin,CA,2022-04-02 22:10:34,48.8333,-72.5321,33.94,76,48,8.95
323,Biltine,TD,2022-04-02 22:10:34,14.5333,20.9167,84.79,9,14,7.83
324,Yelizovo,RU,2022-04-02 22:10:35,53.1873,158.3805,28.54,46,20,15.99
325,Nuuk,GL,2022-04-02 22:10:35,64.1835,-51.7216,34.88,86,75,3.0
326,Anadyr,RU,2022-04-02 22:10:36,64.75,177.4833,12.7,85,20,4.47
327,Ulladulla,AU,2022-04-02 22:10:36,-35.35,150.4667,60.76,70,29,13.89
328,Pangnirtung,CA,2022-04-02 22:10:36,66.1451,-65.7125,20.44,96,93,2.59
329,San Patricio,US,2022-04-02 22:10:37,28.017,-97.5169,93.29,35,0,7.92
330,Geraldton,AU,2022-04-02 22:10:37,-28.7667,114.6,73.81,94,100,8.05
331,Saint George,US,2022-04-02 22:06:54,37.1041,-113.5841,80.44,18,0,13.8
332,Iqaluit,CA,2022-04-02 22:10:38,63.7506,-68.5145,25.7,86,100,8.99
333,Ngunguru,NZ,2022-04-02 22:10:38,-35.6167,174.5,67.86,72,99,0.25
334,Inhambane,MZ,2022-04-02 22:10:38,-23.865,35.3833,76.62,77,10,8.37
335,Bemidji,US,2022-04-02 22:10:39,47.4736,-94.8803,36.05,68,100,12.66
336,Ambanja,MG,2022-04-02 22:10:40,-13.6833,48.45,73.2,94,10,3.49
337,Paamiut,GL,2022-04-02 22:10:40,61.994,-49.6678,32.76,94,60,5.21
338,Kalabo,ZM,2022-04-02 22:10:40,-14.97,22.6814,71.33,69,99,4.05
339,Zhumadian,CN,2022-04-02 22:10:40,32.9794,114.0294,43.99,53,0,4.47
340,Areni,AM,2022-04-02 22:10:41,39.7191,45.1799,54.36,42,8,4.85
341,Necochea,AR,2022-04-02 22:07:45,-38.5473,-58.7368,63.99,51,0,16.4
342,Viedma,AR,2022-04-02 22:07:29,-40.8135,-62.9967,75.15,22,30,24.87
343,Luanda,AO,2022-04-02 22:10:42,-8.8368,13.2343,78.8,89,20,5.75
344,Asau,RO,2022-04-02 22:10:42,46.4333,26.4,41.95,98,100,2.35
345,Chardara,KZ,2022-04-02 22:10:43,41.2547,67.9692,57.67,45,0,6.73
346,Yakovlevka,RU,2022-04-02 22:10:43,44.425,133.4772,35.02,63,9,5.41
347,Ambovombe,MG,2022-04-02 22:10:43,-25.1667,46.0833,71.06,77,0,3.22
348,Gornoye Loo,RU,2022-04-02 22:10:44,43.7129,39.6049,55.18,67,100,5.44
349,Sosnovo-Ozerskoye,RU,2022-04-02 22:10:44,52.5249,111.5418,28.33,74,91,9.98
350,Mandalgovi,MN,2022-04-02 22:10:16,45.7625,106.2708,35.65,21,43,7.85
351,Ostersund,SE,2022-04-02 22:10:45,63.1792,14.6357,27.61,93,40,9.22
352,Zamania,IN,2022-04-02 22:10:45,25.4333,83.5667,76.64,24,0,4.34
353,Martapura,ID,2022-04-02 22:10:45,-3.4167,114.85,75.29,100,95,3.44
354,Shieli,KZ,2022-04-02 22:10:46,44.1667,66.75,55.94,32,8,4.92
355,Nemuro,JP,2022-04-02 22:10:46,43.3236,145.575,35.28,76,3,14.9
356,Diego De Almagro,CL,2022-04-02 22:10:47,-26.3667,-70.05,71.04,28,0,7.56
357,Euclides Da Cunha,BR,2022-04-02 22:10:47,-10.5075,-39.0158,76.77,60,100,6.11
358,Hofn,IS,2022-04-02 22:11:48,64.2539,-15.2082,43.75,73,100,5.08
359,Perth,AU,2022-04-02 22:11:48,-31.9333,115.8333,75.09,70,0,6.91
360,Padang,ID,2022-04-02 22:11:48,-0.9492,100.3543,76.14,84,33,4.03
361,Andenes,NO,2022-04-02 22:11:49,69.3143,16.1194,26.58,86,20,13.8
362,Portland,US,2022-04-02 22:11:21,45.5234,-122.6762,59.81,52,40,5.75
363,Gualaquiza,EC,2022-04-02 22:11:49,-3.4,-78.55,66.65,98,98,2.37
364,Jurm,AF,2022-04-02 22:11:50,36.8648,70.8342,47.7,79,99,3.38
365,Altay,CN,2022-04-02 22:11:50,47.8667,88.1167,32.94,55,25,8.79
366,Larsnes,NO,2022-04-02 22:09:50,62.2028,5.5773,35.01,86,100,6.24
367,Ginda,IN,2022-04-02 22:11:50,30.6945,78.4932,55.18,27,0,8.68
368,Sola,VU,2022-04-02 22:11:51,-13.8833,167.55,81.3,78,100,14.88
369,Payo,ID,2022-04-02 22:11:51,-3.7508,103.6372,72.18,90,96,1.7
370,Kodiak,US,2022-04-02 22:11:52,57.79,-152.4072,38.71,81,75,4.61
371,Boca Do Acre,BR,2022-04-02 22:11:52,-8.7522,-67.3978,72.59,83,100,3.69
372,Wewak,PG,2022-04-02 22:11:53,-3.5534,143.6268,78.53,85,99,2.17
373,Laguna,US,2022-04-02 22:11:53,38.421,-121.4238,80.69,29,0,14.97
374,Vila Velha,BR,2022-04-02 22:11:53,-20.3297,-40.2925,80.94,84,0,6.91
375,Disna,BY,2022-04-02 22:11:54,55.568,28.1971,28.83,69,100,13.13
376,Makueni,KE,2022-04-02 22:11:54,-1.8041,37.6203,64.29,83,78,1.23
377,Port Hedland,AU,2022-04-02 22:11:55,-20.3167,118.5667,78.85,78,63,4.61
378,Quang Ngai,VN,2022-04-02 22:08:54,15.1167,108.8,67.8,95,100,8.28
379,Tikrit,IQ,2022-04-02 22:11:55,34.6071,43.6782,73.17,20,2,6.4
380,Pinyug,RU,2022-04-02 22:11:56,60.251,47.7842,25.48,91,100,8.93
381,Lavrentiya,RU,2022-04-02 22:11:56,65.5833,-171.0,12.18,63,1,14.32
382,Ayan,RU,2022-04-02 22:11:56,56.45,138.1667,26.01,74,92,4.52
383,Manzanillo,CU,2022-04-02 22:11:57,20.3433,-77.1167,83.8,62,43,12.75
384,Ciamis,ID,2022-04-02 22:11:57,-7.3257,108.3534,73.89,95,100,1.83
385,Sarakhs,IR,2022-04-02 22:11:57,36.5449,61.1577,62.55,33,0,9.93
386,Tank,PK,2022-04-02 22:11:58,32.2217,70.3793,78.31,12,0,6.53
387,Moose Factory,CA,2022-04-02 22:11:58,51.2585,-80.6094,33.48,100,100,1.39
388,Hurghada,EG,2022-04-02 22:11:59,27.2574,33.8129,77.7,26,58,9.69
389,Teluk Nibung,ID,2022-04-02 22:11:59,3.001,99.8164,75.34,93,93,5.41
390,Salalah,OM,2022-04-02 22:12:00,17.0151,54.0924,77.09,69,0,2.3
391,Zhuanghe,CN,2022-04-02 22:12:00,39.7008,122.9911,41.76,55,0,3.36
392,Adrar,MR,2022-04-02 22:12:01,20.5022,-10.0711,80.38,12,14,9.48
393,Naze,JP,2022-04-02 22:12:01,28.3667,129.4833,60.62,70,99,14.81
394,Kirakira,SB,2022-04-02 22:12:01,-10.4544,161.9205,80.26,84,100,4.38
395,Broome,US,2022-04-02 22:12:02,42.2506,-75.833,48.61,46,0,3.0
396,Mnogovershinnyy,RU,2022-04-02 22:12:02,53.9353,139.9242,22.73,89,71,6.2
397,Manzhouli,CN,2022-04-02 22:12:03,49.6,117.4333,35.13,38,17,5.86
398,Port Lincoln,AU,2022-04-02 22:12:03,-34.7333,135.8667,60.71,80,20,5.77
399,Parabel,RU,2022-04-02 22:12:03,58.6978,81.4825,5.97,97,92,4.27
400,Gedo,ET,2022-04-02 22:12:04,9.0167,37.45,58.86,51,84,4.34
401,Carbonear,CA,2022-04-02 22:12:05,47.7332,-53.2148,39.42,96,99,13.38
402,Matara,LK,2022-04-02 22:12:05,5.9485,80.5353,75.67,89,24,3.31
403,Marsaxlokk,MT,2022-04-02 22:12:05,35.8419,14.5431,55.08,76,20,6.91
404,Wuhu,CN,2022-04-02 22:12:06,31.3366,118.3755,44.11,67,0,4.54
405,Cherskiy,RU,2022-04-02 22:12:07,68.75,161.3,-4.68,92,86,1.57
406,Huambo,AO,2022-04-02 22:12:07,-12.7761,15.7392,61.52,96,100,7.31
407,Santa Cruz De La Palma,ES,2022-04-02 22:13:08,28.6835,-17.7642,64.54,68,40,3.44
408,Sainthia,IN,2022-04-02 22:13:08,23.95,87.6667,77.43,90,2,6.64
409,Sexsmith,CA,2022-04-02 22:13:08,55.35,-118.786,44.82,38,21,16.51
410,Petropavlovsk-Kamchatskiy,RU,2022-04-02 22:13:09,53.0452,158.6483,27.19,46,20,15.66
411,Bratsk,RU,2022-04-02 22:09:02,56.1325,101.6142,19.89,84,99,8.77
412,Shelburne,CA,2022-04-02 22:13:09,44.0787,-80.2041,42.91,60,100,4.72
413,Yenagoa,NG,2022-04-02 22:13:10,4.9247,6.2642,77.88,88,91,4.32
414,Khandyga,RU,2022-04-02 22:13:10,62.6667,135.6,2.19,86,71,3.8
415,Deniliquin,AU,2022-04-02 22:13:10,-35.5333,144.9667,57.0,80,100,1.97
416,Ketchikan,US,2022-04-02 22:13:11,55.3422,-131.6461,42.78,87,100,24.16
417,Aljezur,PT,2022-04-02 22:13:11,37.3191,-8.8033,52.02,56,100,8.55
418,Narsaq,GL,2022-04-02 22:13:12,60.9167,-46.05,37.62,94,100,1.19
419,Marzuq,YE,2022-04-02 22:13:12,14.4,46.4667,69.15,31,3,5.3
420,Flin Flon,CA,2022-04-02 22:13:12,54.7682,-101.865,32.29,66,99,3.02
421,Dunedin,NZ,2022-04-02 22:13:13,-45.8742,170.5036,58.78,68,31,5.53
422,Calatagan,PH,2022-04-02 22:13:13,13.8833,120.65,76.08,80,41,14.03
423,Mayor Pablo Lagerenza,PY,2022-04-02 22:13:14,-19.9309,-60.7718,77.54,51,13,6.11
424,Los Angeles,US,2022-04-02 22:11:29,34.0522,-118.2437,70.47,70,100,13.8
425,Nizwa,OM,2022-04-02 22:12:58,22.9333,57.5333,76.05,26,32,2.28
426,Chapada Dos Guimaraes,BR,2022-04-02 22:13:14,-15.4606,-55.7497,64.06,94,40,1.21
427,Dauphin,CA,2022-04-02 22:13:15,51.1494,-100.0502,34.0,66,97,5.53
428,Akhmim,EG,2022-04-02 22:13:15,26.5622,31.745,79.66,7,35,2.64
429,Naryan-Mar,RU,2022-04-02 22:13:15,67.6713,53.087,0.66,100,76,7.58
430,Slobozia,MD,2022-04-02 22:13:16,46.7281,29.7078,49.08,89,73,6.64
431,Isla Mujeres,MX,2022-04-02 22:10:02,21.2311,-86.731,86.16,74,64,13.4
432,Mantua,IT,2022-04-02 22:13:16,45.1667,10.7833,45.64,81,100,3.0
433,Mitsamiouli,KM,2022-04-02 22:13:17,-11.3847,43.2844,80.87,76,4,4.61
434,Coahuayana,MX,2022-04-02 22:13:17,18.7333,-103.6833,85.24,43,93,6.64
435,Katherine,AU,2022-04-02 22:13:18,-14.4667,132.2667,66.52,72,53,3.44
436,Ciudad Bolivar,VE,2022-04-02 22:13:18,8.1222,-63.5497,95.59,27,28,10.47
437,Kruisfontein,ZA,2022-04-02 22:13:18,-34.0033,24.7314,60.89,87,87,6.17
438,Maryville,US,2022-04-02 22:13:19,35.7565,-83.9705,65.68,32,40,13.0
439,Nago,JP,2022-04-02 22:13:19,26.5881,127.9761,63.45,82,100,7.78
440,Chacabuco,AR,2022-04-02 22:13:20,-34.6417,-60.4739,65.55,40,0,10.92
441,Comodoro Rivadavia,AR,2022-04-02 22:13:20,-45.8667,-67.5,64.26,34,0,16.11
442,Guerrero Negro,MX,2022-04-02 22:13:21,27.9769,-114.0611,66.92,53,55,14.85
443,Mahibadhoo,MV,2022-04-02 22:13:21,3.7833,72.9667,82.35,70,14,3.13
444,Ahuimanu,US,2022-04-02 22:13:21,21.4447,-157.8378,82.11,64,40,21.85
445,Havoysund,NO,2022-04-02 22:13:22,70.9963,24.6622,28.63,83,100,21.9
446,Aseri,EE,2022-04-02 22:13:22,59.4506,26.8675,26.08,77,3,5.86
447,Trelew,AR,2022-04-02 22:13:22,-43.249,-65.3051,78.19,27,37,18.52
448,Brainerd,US,2022-04-02 22:09:32,46.358,-94.2008,38.98,56,100,12.66
449,Maryborough,AU,2022-04-02 22:13:23,-25.5333,152.7,73.11,72,0,2.77
450,Coihaique,CL,2022-04-02 22:13:23,-45.5752,-72.0662,43.41,87,100,2.3
451,Zhigansk,RU,2022-04-02 22:12:12,66.7697,123.3711,1.78,99,100,5.75
452,Mount Isa,AU,2022-04-02 22:13:24,-20.7333,139.5,74.97,25,2,6.91
453,Ushtobe,KZ,2022-04-02 22:13:25,45.2514,77.9838,48.45,44,0,1.97
454,Olinda,BR,2022-04-02 22:14:25,-8.0089,-34.8553,82.13,74,40,10.36
455,Vestmannaeyjar,IS,2022-04-02 22:14:25,63.4427,-20.2734,45.52,97,100,12.1
456,Shingu,JP,2022-04-02 22:14:26,33.7333,135.9833,50.13,90,100,11.83
457,Coquimbo,CL,2022-04-02 22:13:16,-29.9533,-71.3436,58.73,82,0,10.36
458,Amapa,BR,2022-04-02 22:14:26,1.0,-52.0,73.74,98,100,3.47
459,Biskamzha,RU,2022-04-02 22:14:27,53.4497,89.5272,32.29,99,100,2.26
460,Payson,US,2022-04-02 22:14:27,40.0444,-111.7321,67.46,24,0,11.01
461,Bagdarin,RU,2022-04-02 22:12:17,54.4333,113.6,30.79,76,88,12.82
462,Longyearbyen,SJ,2022-04-02 22:14:28,78.2186,15.6401,-2.36,84,20,11.5
463,Taboshar,TJ,2022-04-02 22:14:28,40.5686,69.6413,44.92,54,0,1.63
464,Soc Trang,VN,2022-04-02 22:10:43,9.6033,105.98,78.3,82,99,9.1
465,Parkes,AU,2022-04-02 22:14:29,-33.1333,148.1833,60.35,64,12,3.94
466,Waddan,LY,2022-04-02 22:14:29,29.1614,16.139,73.89,15,57,15.17
467,Juneau,US,2022-04-02 22:14:30,58.3019,-134.4197,44.6,81,100,17.27
468,Huai Yot,TH,2022-04-02 22:14:30,7.7893,99.6348,73.36,94,92,1.07
469,Akdepe,TM,2022-04-02 22:14:31,42.0551,59.3788,62.98,24,100,10.92
470,Cockburn Town,TC,2022-04-02 22:14:31,21.4612,-71.1419,80.56,65,40,16.11
471,Ayame,CI,2022-04-02 22:14:31,5.6083,-3.1563,77.25,91,90,4.0
472,Balakovo,RU,2022-04-02 22:13:21,52.0278,47.8007,50.74,92,100,14.27
473,Weligama,LK,2022-04-02 22:14:32,5.9667,80.4167,75.83,88,18,2.44
474,Kahului,US,2022-04-02 22:14:32,20.8947,-156.47,82.42,68,40,24.16
475,Hukuntsi,BW,2022-04-02 22:14:33,-24.0,21.75,71.96,62,42,12.66
476,Axim,GH,2022-04-02 22:14:33,4.8699,-2.2405,80.29,85,95,6.02
477,Stratford-Upon-Avon,GB,2022-04-02 22:14:34,52.1917,-1.7073,37.18,84,14,4.27
478,Marsa Matruh,EG,2022-04-02 22:14:34,31.3525,27.2453,64.92,62,100,5.77
479,Byron Bay,AU,2022-04-02 22:14:35,-28.65,153.6167,71.94,80,94,6.44
480,Revelstoke,CA,2022-04-02 22:14:35,50.9832,-118.2023,42.66,95,100,4.65
481,Ankazoabo,MG,2022-04-02 22:14:36,-22.2833,44.5167,72.97,64,85,6.24
482,Lake Charles,US,2022-04-02 22:14:36,30.2131,-93.2044,82.02,47,0,0.0
483,Tigil,RU,2022-04-02 22:14:37,57.8,158.6667,23.18,94,100,10.49
484,Pestravka,RU,2022-04-02 22:14:37,52.405,49.9583,48.94,72,100,15.61
485,Fairbanks,US,2022-04-02 22:12:27,64.8378,-147.7164,22.01,61,100,8.05
486,Vila Franca Do Campo,PT,2022-04-02 22:14:38,37.7167,-25.4333,57.61,82,38,5.75
487,Calabozo,VE,2022-04-02 22:14:38,8.9242,-67.4293,97.54,24,43,6.29
488,Bull Savanna,JM,2022-04-02 22:14:38,17.8868,-77.5902,79.21,67,41,16.08
489,Jumla,NP,2022-04-02 22:14:39,29.2747,82.1838,46.27,70,0,4.27
490,Saint-Joseph,RE,2022-04-02 22:14:39,-21.3667,55.6167,73.78,98,100,18.14
491,Taltal,CL,2022-04-02 22:14:40,-25.4,-70.4833,65.59,69,23,2.91
492,Porto Novo,BJ,2022-04-02 22:11:18,6.4965,2.6036,82.4,81,100,10.13
493,Mineiros,BR,2022-04-02 22:14:40,-17.5694,-52.5511,71.49,82,18,3.56
494,Tsuruoka,JP,2022-04-02 22:09:42,38.7217,139.8217,39.38,68,38,4.61
495,Yabrud,SY,2022-04-02 22:14:41,33.9674,36.6574,59.9,28,100,2.48
496,Zdunska Wola,PL,2022-04-02 22:14:41,51.5992,18.9397,33.33,75,100,5.99
497,Henties Bay,NA,2022-04-02 22:14:42,-22.116,14.2845,60.39,87,0,7.02
498,Loreto,MX,2022-04-02 22:14:42,22.2667,-101.9667,85.64,6,23,13.73
499,Angoche,MZ,2022-04-02 22:14:42,-16.2325,39.9086,77.61,77,0,3.58
500,Belaya Gora,RU,2022-04-02 22:15:43,68.5333,146.4167,-2.33,94,100,2.89
501,Ca Mau,VN,2022-04-02 22:15:43,9.1769,105.15,77.31,87,100,8.9
502,Wad Madani,SD,2022-04-02 22:15:44,14.4012,33.5199,91.89,17,8,8.48
503,Tankhoy,RU,2022-04-02 22:15:44,51.5528,105.1306,32.07,76,65,7.7
504,Bafq,IR,2022-04-02 22:15:44,31.6128,55.4107,68.5,17,1,1.83
505,Syracuse,IT,2022-04-02 22:13:54,37.0881,15.2792,47.57,58,24,18.25
506,Boden,SE,2022-04-02 22:15:45,65.8252,21.6886,28.4,74,32,6.93
507,Ballina,AU,2022-04-02 22:15:45,-28.8667,153.5667,72.01,96,95,4.29
508,Ryotsu,JP,2022-04-02 22:15:46,38.0833,138.4333,43.05,62,11,5.99
509,Broken Hill,AU,2022-04-02 22:15:46,-31.95,141.4333,58.01,57,13,4.09
510,Gazanjyk,TM,2022-04-02 22:15:46,39.2446,55.5154,69.71,23,0,7.25
511,Thyboron,DK,2022-04-02 22:15:47,56.6985,8.2124,34.09,72,54,17.4
512,Bagotville,AU,2022-04-02 22:13:13,-28.9833,153.4167,71.85,96,83,3.02
513,Riyadh,SA,2022-04-02 22:13:27,24.6877,46.7219,71.74,14,46,2.35
514,Tabou,CI,2022-04-02 22:15:47,4.423,-7.3528,78.94,88,100,9.55
515,Kiama,AU,2022-04-02 22:15:48,-34.6833,150.8667,67.37,68,71,10.0
516,Santiago,CL,2022-04-02 22:15:02,-33.4569,-70.6483,74.64,37,0,19.57
517,Martinsburg,US,2022-04-02 22:15:48,39.4562,-77.9639,58.87,39,0,8.05
518,Diamantino,BR,2022-04-02 22:15:49,-14.4086,-56.4461,73.67,89,43,3.78
519,Sal Rei,CV,2022-04-02 22:15:49,16.1833,-22.9167,69.03,76,10,13.44
520,Orchard Homes,US,2022-04-02 22:15:49,46.8633,-114.0484,46.92,44,96,13.0
521,Freetown,SL,2022-04-02 22:15:50,8.484,-13.2299,77.0,83,100,9.95
522,Muriwai Beach,NZ,2022-04-02 22:15:50,-36.8167,174.45,73.18,72,100,2.89
523,Panguipulli,CL,2022-04-02 22:15:50,-39.6333,-72.3333,51.69,98,100,6.22
524,Ohara,JP,2022-04-02 22:15:51,35.25,140.3833,53.02,73,100,8.81
525,Banjar,ID,2022-04-02 22:15:51,-8.19,114.9675,75.81,89,54,4.34
526,Fenoarivo Atsinanana,MG,2022-04-02 22:15:52,-17.3667,49.4167,72.39,91,15,5.3
527,Ashland,US,2022-04-02 22:15:21,40.8167,-82.2665,50.22,46,99,10.07
528,Irece,BR,2022-04-02 22:15:52,-11.3042,-41.8558,76.66,58,100,13.44
529,Mariinsk,RU,2022-04-02 22:15:52,56.2139,87.7472,26.71,87,100,3.44
530,Lodwar,KE,2022-04-02 22:15:53,3.1191,35.5973,85.35,43,96,15.43
531,Yining,CN,2022-04-02 22:15:53,29.0361,114.5636,49.5,85,0,1.21
532,Nanticoke,US,2022-04-02 22:15:24,41.2054,-76.0049,53.33,40,51,1.01
533,Moorhead,US,2022-04-02 22:15:54,46.8739,-96.7676,39.16,56,100,12.66
534,Jinxiang,CN,2022-04-02 22:15:54,27.4327,120.6062,50.49,76,95,8.77
535,Talnakh,RU,2022-04-02 22:15:54,69.4865,88.3972,2.21,97,100,5.23
536,Arlit,NE,2022-04-02 22:15:55,18.7369,7.3853,87.48,3,100,10.42
537,Russell,US,2022-04-02 22:15:24,32.3502,-85.1999,70.88,35,20,3.44
538,Makaha,US,2022-04-02 22:15:55,21.4694,-158.2175,82.31,60,75,10.36
539,Brownsville,US,2022-04-02 22:12:08,25.9018,-97.4975,86.0,61,0,11.5
540,Shumskiy,RU,2022-04-02 22:15:56,54.8318,99.1328,27.23,78,100,8.97
541,Pavlovsk,RU,2022-04-02 22:15:56,50.4578,40.1081,53.87,76,60,19.82
542,Dagua,CO,2022-04-02 22:15:57,3.6569,-76.6886,86.5,92,76,4.43
543,Sambava,MG,2022-04-02 22:15:57,-14.2667,50.1667,74.28,90,16,5.53
544,Miraflores,MX,2022-04-02 22:15:57,19.2167,-98.8083,84.87,16,85,5.61
545,Marawi,PH,2022-04-02 22:15:58,7.9986,124.2928,68.97,95,100,1.81
546,Srandakan,ID,2022-04-02 22:15:58,-7.9386,110.2506,75.97,87,71,2.48
547,Taylorville,US,2022-04-02 22:16:58,39.5489,-89.2945,51.78,62,100,17.27
